record_id,disease_class,lead,path_raw,n_beats,n_critical,n_xmethod,n_needs,frac_critical,frac_xmethod,frac_needs,priority_tier,example_beat,example_qc_flags,example_xmethod_issues
mc_lbbb_train_run_S65_run_000056,lbbb,II,WP2_largeDataset_Noise/lbbb/train/run_S65/run_000056_raw.csv,13,1,11,12,0.08,0.85,0.92,2_both,2,,t_peak:-156ms;t_offset:-76ms
mc_mi_LAD_0p3_train_run_S69_run_000094,mi,I,WP2_largeDataset_Noise/mi/LAD_0.3/train/run_S69/run_000094_raw.csv,12,1,11,11,0.08,0.92,0.92,2_both,2,,p_peak:+106ms
mc_mi_LCX_1p0_post_train_run_S74_run_000044,mi,I,WP2_largeDataset_Noise/mi/LCX_1.0_post/train/run_S74/run_000044_raw.csv,13,1,11,12,0.08,0.85,0.92,2_both,2,,t_peak:-198ms;t_offset:-186ms
mc_mi_LAD_1p0_test_run_S64_run_000037,mi,V3,WP2_largeDataset_Noise/mi/LAD_1.0/test/run_S64/run_000037_raw.csv,13,1,12,12,0.08,0.92,0.92,2_both,2,,p_peak:+66ms
mc_mi_LCX_0p3_ant_train_run_S74_run_000005,mi,V1,WP2_largeDataset_Noise/mi/LCX_0.3_ant/train/run_S74/run_000005_raw.csv,12,1,11,11,0.08,0.92,0.92,2_both,2,,p_peak:-130ms;t_peak:-122ms;t_offset:-194ms
mc_mi_LCX_0p3_ant_train_run_S74_run_000005,mi,V3,WP2_largeDataset_Noise/mi/LCX_0.3_ant/train/run_S74/run_000005_raw.csv,12,1,11,11,0.08,0.92,0.92,2_both,2,,p_peak:-134ms;t_peak:-164ms;t_offset:-208ms
mc_mi_RCA_0p3_train_run_S70_run_000065,mi,I,WP2_largeDataset_Noise/mi/RCA_0.3/train/run_S70/run_000065_raw.csv,13,1,12,12,0.08,0.92,0.92,2_both,2,,p_peak:-66ms
mc_mi_LCX_0p3_ant_train_run_S74_run_000005,mi,V6,WP2_largeDataset_Noise/mi/LCX_0.3_ant/train/run_S74/run_000005_raw.csv,12,1,10,11,0.08,0.83,0.92,2_both,2,,t_offset:+90ms
mc_mi_RCA_1p0_train_run_S70_run_000040,mi,aVL,WP2_largeDataset_Noise/mi/RCA_1.0/train/run_S70/run_000040_raw.csv,12,1,11,11,0.08,0.92,0.92,2_both,2,,p_peak:+112ms;t_offset:-92ms
mc_mi_RCA_1p0_train_run_S70_run_000040,mi,aVR,WP2_largeDataset_Noise/mi/RCA_1.0/train/run_S70/run_000040_raw.csv,12,1,11,11,0.08,0.92,0.92,2_both,2,,p_peak:-66ms
mc_mi_LCX_0p3_ant_train_run_S65_run_000014,mi,II,WP2_largeDataset_Noise/mi/LCX_0.3_ant/train/run_S65/run_000014_raw.csv,12,1,10,11,0.08,0.83,0.92,2_both,2,,t_offset:-120ms
mc_mi_LAD_0p3_train_run_S66_run_000011,mi,I,WP2_largeDataset_Noise/mi/LAD_0.3/train/run_S66/run_000011_raw.csv,13,1,11,12,0.08,0.85,0.92,2_both,2,,t_peak:+98ms;t_offset:+82ms
mc_sinus_train_run_S65_run_000022,sinus,I,WP2_largeDataset_Noise/sinus/train/run_S65/run_000022_raw.csv,13,1,12,12,0.08,0.92,0.92,2_both,2,,t_offset:-76ms
mc_mi_LCX_0p3_post_train_run_S68_run_000038,mi,V1,WP2_largeDataset_Noise/mi/LCX_0.3_post/train/run_S68/run_000038_raw.csv,13,1,11,12,0.08,0.85,0.92,2_both,2,,t_offset:-78ms
mc_mi_RCA_0p3_train_run_S71_run_000038,mi,III,WP2_largeDataset_Noise/mi/RCA_0.3/train/run_S71/run_000038_raw.csv,13,1,12,12,0.08,0.92,0.92,2_both,2,,p_peak:+108ms
mc_mi_RCA_0p3_train_run_S71_run_000021,mi,aVR,WP2_largeDataset_Noise/mi/RCA_0.3/train/run_S71/run_000021_raw.csv,13,1,12,12,0.08,0.92,0.92,2_both,2,,p_peak:-86ms;t_peak:-242ms;t_offset:-258ms
mc_mi_LCX_1p0_post_train_run_S74_run_000025,mi,III,WP2_largeDataset_Noise/mi/LCX_1.0_post/train/run_S74/run_000025_raw.csv,13,1,11,12,0.08,0.85,0.92,2_both,2,,t_peak:-178ms;t_offset:-144ms
mc_mi_LAD_0p3_train_run_S71_run_000098,mi,I,WP2_largeDataset_Noise/mi/LAD_0.3/train/run_S71/run_000098_raw.csv,13,1,12,12,0.08,0.92,0.92,2_both,2,,t_peak:+78ms
mc_mi_LAD_0p3_train_run_S69_run_000024,mi,aVR,WP2_largeDataset_Noise/mi/LAD_0.3/train/run_S69/run_000024_raw.csv,13,1,11,12,0.08,0.85,0.92,2_both,2,,t_peak:-214ms;t_offset:-226ms
mc_mi_LCX_0p3_ant_train_run_S71_run_000014,mi,aVR,WP2_largeDataset_Noise/mi/LCX_0.3_ant/train/run_S71/run_000014_raw.csv,13,1,11,12,0.08,0.85,0.92,2_both,2,,p_peak:-90ms
mc_rbbb_train_run_S66_run_000062,rbbb,aVF,WP2_largeDataset_Noise/rbbb/train/run_S66/run_000062_raw.csv,13,1,11,12,0.08,0.85,0.92,2_both,2,,t_peak:-174ms;t_offset:-76ms
mc_mi_LAD_1p0_train_run_S66_run_000068,mi,aVL,WP2_largeDataset_Noise/mi/LAD_1.0/train/run_S66/run_000068_raw.csv,12,1,10,11,0.08,0.83,0.92,2_both,2,,p_peak:-62ms;t_peak:-144ms;t_offset:-78ms
mc_mi_LCX_1p0_ant_train_run_S72_run_000013,mi,I,WP2_largeDataset_Noise/mi/LCX_1.0_ant/train/run_S72/run_000013_raw.csv,12,1,11,11,0.08,0.92,0.92,2_both,2,,p_peak:-74ms;t_peak:-326ms;t_offset:-124ms
mc_rbbb_train_run_S65_run_000010,rbbb,II,WP2_largeDataset_Noise/rbbb/train/run_S65/run_000010_raw.csv,13,1,11,12,0.08,0.85,0.92,2_both,2,,t_peak:-192ms;t_offset:-120ms
mc_mi_LCX_1p0_ant_validation_run_S67_run_000025,mi,aVR,WP2_largeDataset_Noise/mi/LCX_1.0_ant/validation/run_S67/run_000025_raw.csv,13,1,11,12,0.08,0.85,0.92,2_both,2,,p_peak:+78ms;t_offset:-76ms
mc_mi_RCA_0p3_validation_run_S67_run_000068,mi,V1,WP2_largeDataset_Noise/mi/RCA_0.3/validation/run_S67/run_000068_raw.csv,13,1,11,12,0.08,0.85,0.92,2_both,2,,p_peak:+82ms
mc_sinus_train_run_S65_run_000065,sinus,aVL,WP2_largeDataset_Noise/sinus/train/run_S65/run_000065_raw.csv,13,1,11,12,0.08,0.85,0.92,2_both,2,,t_peak:-184ms;t_offset:-146ms
mc_mi_RCA_0p3_train_run_S71_run_000097,mi,aVL,WP2_largeDataset_Noise/mi/RCA_0.3/train/run_S71/run_000097_raw.csv,13,1,12,12,0.08,0.92,0.92,2_both,2,,p_peak:+100ms
mc_avblock_train_run_S68_run_000027,avblock,V3,WP2_largeDataset_Noise/avblock/train/run_S68/run_000027_raw.csv,13,1,11,12,0.08,0.85,0.92,2_both,2,,p_peak:+106ms
mc_mi_RCA_0p3_test_run_S64_run_000036,mi,aVR,WP2_largeDataset_Noise/mi/RCA_0.3/test/run_S64/run_000036_raw.csv,13,1,12,12,0.08,0.92,0.92,2_both,2,,p_peak:-72ms;t_peak:-356ms;t_offset:-412ms
mc_iab_train_run_S66_000051,iab,V2,WP2_largeDataset_Noise/iab/train/run_S66/000051_raw.csv,13,1,12,12,0.08,0.92,0.92,2_both,2,,p_peak:+128ms
mc_mi_LAD_1p0_train_run_S74_run_000032,mi,I,WP2_largeDataset_Noise/mi/LAD_1.0/train/run_S74/run_000032_raw.csv,13,1,11,12,0.08,0.85,0.92,2_both,2,,t_offset:-70ms
mc_lbbb_train_run_S66_run_000093,lbbb,III,WP2_largeDataset_Noise/lbbb/train/run_S66/run_000093_raw.csv,13,1,11,12,0.08,0.85,0.92,2_both,2,,t_peak:+66ms
mc_mi_LCX_0p3_ant_train_run_S71_run_000004,mi,V5,WP2_largeDataset_Noise/mi/LCX_0.3_ant/train/run_S71/run_000004_raw.csv,13,1,11,12,0.08,0.85,0.92,2_both,2,,p_peak:+104ms
mc_mi_LCX_0p3_ant_train_run_S71_run_000004,mi,V6,WP2_largeDataset_Noise/mi/LCX_0.3_ant/train/run_S71/run_000004_raw.csv,13,1,11,12,0.08,0.85,0.92,2_both,2,,p_peak:+106ms
mc_mi_LCX_1p0_post_train_run_S66_run_000041,mi,III,WP2_largeDataset_Noise/mi/LCX_1.0_post/train/run_S66/run_000041_raw.csv,13,1,12,12,0.08,0.92,0.92,2_both,2,,p_peak:+110ms
mc_mi_LAD_0p3_train_run_S74_run_000045,mi,II,WP2_largeDataset_Noise/mi/LAD_0.3/train/run_S74/run_000045_raw.csv,13,1,11,12,0.08,0.85,0.92,2_both,2,,t_peak:-176ms;t_offset:-184ms
mc_mi_LCX_1p0_ant_train_run_S66_run_000013,mi,I,WP2_largeDataset_Noise/mi/LCX_1.0_ant/train/run_S66/run_000013_raw.csv,12,1,11,11,0.08,0.92,0.92,2_both,2,,p_peak:+102ms;t_offset:+78ms
mc_mi_LCX_0p3_post_train_run_S72_run_000049,mi,aVR,WP2_largeDataset_Noise/mi/LCX_0.3_post/train/run_S72/run_000049_raw.csv,12,1,10,11,0.08,0.83,0.92,2_both,2,,p_peak:-104ms
mc_mi_LCX_1p0_ant_train_run_S73_run_000005,mi,V2,WP2_largeDataset_Noise/mi/LCX_1.0_ant/train/run_S73/run_000005_raw.csv,13,1,12,12,0.08,0.92,0.92,2_both,2,,p_peak:+86ms
mc_mi_LCX_1p0_ant_validation_run_S63_run_000004,mi,aVL,WP2_largeDataset_Noise/mi/LCX_1.0_ant/validation/run_S63/run_000004_raw.csv,13,1,12,12,0.08,0.92,0.92,2_both,2,,t_peak:-218ms;t_offset:-258ms
mc_mi_LCX_1p0_ant_validation_run_S63_run_000004,mi,aVR,WP2_largeDataset_Noise/mi/LCX_1.0_ant/validation/run_S63/run_000004_raw.csv,13,1,11,12,0.08,0.85,0.92,2_both,2,,t_peak:-134ms;t_offset:-130ms
mc_iab_train_run_S72_000022,iab,III,WP2_largeDataset_Noise/iab/train/run_S72/000022_raw.csv,13,1,11,12,0.08,0.85,0.92,2_both,2,,t_offset:-82ms
mc_rbbb_train_run_S65_run_000060,rbbb,aVF,WP2_largeDataset_Noise/rbbb/train/run_S65/run_000060_raw.csv,13,1,11,12,0.08,0.85,0.92,2_both,2,,t_peak:-200ms;t_offset:-76ms
mc_mi_RCA_0p3_train_run_S72_run_000092,mi,III,WP2_largeDataset_Noise/mi/RCA_0.3/train/run_S72/run_000092_raw.csv,13,1,11,12,0.08,0.85,0.92,2_both,2,,p_peak:+88ms
mc_mi_LCX_0p3_post_train_run_S69_run_000025,mi,V1,WP2_largeDataset_Noise/mi/LCX_0.3_post/train/run_S69/run_000025_raw.csv,13,1,11,12,0.08,0.85,0.92,2_both,2,,t_peak:-198ms;t_offset:-170ms
mc_mi_RCA_1p0_test_run_S62_run_000009,mi,III,WP2_largeDataset_Noise/mi/RCA_1.0/test/run_S62/run_000009_raw.csv,13,1,12,12,0.08,0.92,0.92,2_both,2,,p_peak:-122ms
mc_mi_LAD_1p0_validation_run_S67_run_000097,mi,III,WP2_largeDataset_Noise/mi/LAD_1.0/validation/run_S67/run_000097_raw.csv,13,1,11,12,0.08,0.85,0.92,2_both,2,,p_peak:+90ms
mc_mi_LCX_0p3_ant_train_run_S66_run_000027,mi,I,WP2_largeDataset_Noise/mi/LCX_0.3_ant/train/run_S66/run_000027_raw.csv,12,1,10,11,0.08,0.83,0.92,2_both,2,,p_peak:+104ms
mc_mi_RCA_0p3_validation_run_S63_run_000100,mi,I,WP2_largeDataset_Noise/mi/RCA_0.3/validation/run_S63/run_000100_raw.csv,13,1,11,12,0.08,0.85,0.92,2_both,2,,t_peak:-320ms;t_offset:-304ms
mc_mi_LAD_1p0_train_run_S65_run_000084,mi,I,WP2_largeDataset_Noise/mi/LAD_1.0/train/run_S65/run_000084_raw.csv,13,1,12,12,0.08,0.92,0.92,2_both,2,,p_peak:-104ms;t_peak:-152ms;t_offset:-210ms
mc_mi_LAD_1p0_train_run_S71_run_000037,mi,V3,WP2_largeDataset_Noise/mi/LAD_1.0/train/run_S71/run_000037_raw.csv,13,1,12,12,0.08,0.92,0.92,2_both,2,,p_peak:-118ms
mc_mi_LAD_1p0_train_run_S71_run_000037,mi,V4,WP2_largeDataset_Noise/mi/LAD_1.0/train/run_S71/run_000037_raw.csv,13,1,12,12,0.08,0.92,0.92,2_both,2,,p_peak:-112ms
mc_mi_RCA_1p0_train_run_S66_run_000062,mi,V2,WP2_largeDataset_Noise/mi/RCA_1.0/train/run_S66/run_000062_raw.csv,13,1,12,12,0.08,0.92,0.92,2_both,2,,p_peak:+136ms
mc_mi_RCA_1p0_train_run_S66_run_000062,mi,V6,WP2_largeDataset_Noise/mi/RCA_1.0/train/run_S66/run_000062_raw.csv,13,1,12,12,0.08,0.92,0.92,2_both,2,,p_peak:-76ms;t_peak:-180ms;t_offset:-130ms
mc_mi_LAD_1p0_train_run_S74_run_000099,mi,aVR,WP2_largeDataset_Noise/mi/LAD_1.0/train/run_S74/run_000099_raw.csv,12,1,11,11,0.08,0.92,0.92,2_both,2,,p_peak:-106ms
mc_mi_LCX_0p3_post_train_run_S68_run_000011,mi,aVR,WP2_largeDataset_Noise/mi/LCX_0.3_post/train/run_S68/run_000011_raw.csv,13,1,12,12,0.08,0.92,0.92,2_both,2,,p_peak:-136ms;t_peak:-390ms;t_offset:-324ms
mc_avblock_train_run_S65_run_000026,avblock,V6,WP2_largeDataset_Noise/avblock/train/run_S65/run_000026_raw.csv,13,1,11,12,0.08,0.85,0.92,2_both,2,,t_peak:-188ms;t_offset:-122ms
mc_mi_RCA_1p0_validation_run_S63_run_000050,mi,I,WP2_largeDataset_Noise/mi/RCA_1.0/validation/run_S63/run_000050_raw.csv,12,1,11,11,0.08,0.92,0.92,2_both,2,,p_peak:+108ms;t_peak:-194ms;t_offset:-222ms
mc_lae_train_run_S64_000018,lae,V3,WP2_largeDataset_Noise/lae/train/run_S64/000018_raw.csv,13,1,12,12,0.08,0.92,0.92,2_both,2,,p_peak:-92ms
mc_mi_RCA_1p0_train_run_S66_run_000062,mi,I,WP2_largeDataset_Noise/mi/RCA_1.0/train/run_S66/run_000062_raw.csv,13,1,11,12,0.08,0.85,0.92,2_both,2,,t_peak:+88ms
mc_mi_RCA_0p3_train_run_S71_run_000063,mi,aVF,WP2_largeDataset_Noise/mi/RCA_0.3/train/run_S71/run_000063_raw.csv,13,1,11,12,0.08,0.85,0.92,2_both,2,,p_peak:+102ms;t_peak:+186ms
mc_mi_RCA_0p3_train_run_S71_run_000063,mi,aVR,WP2_largeDataset_Noise/mi/RCA_0.3/train/run_S71/run_000063_raw.csv,13,1,12,12,0.08,0.92,0.92,2_both,2,,p_peak:-92ms;t_offset:-186ms
mc_mi_LCX_1p0_post_train_run_S70_run_000011,mi,V6,WP2_largeDataset_Noise/mi/LCX_1.0_post/train/run_S70/run_000011_raw.csv,13,1,12,12,0.08,0.92,0.92,2_both,2,,p_peak:+116ms;t_peak:-266ms;t_offset:-160ms
mc_mi_RCA_0p3_test_run_S64_run_000064,mi,III,WP2_largeDataset_Noise/mi/RCA_0.3/test/run_S64/run_000064_raw.csv,13,1,12,12,0.08,0.92,0.92,2_both,2,,p_peak:-84ms
mc_mi_LAD_0p3_train_run_S69_run_000066,mi,aVF,WP2_largeDataset_Noise/mi/LAD_0.3/train/run_S69/run_000066_raw.csv,12,1,11,11,0.08,0.92,0.92,2_both,2,,p_peak:-134ms;t_peak:-132ms;t_offset:-96ms
mc_lae_test_run_S62_000099,lae,V2,WP2_largeDataset_Noise/lae/test/run_S62/000099_raw.csv,13,1,12,12,0.08,0.92,0.92,2_both,2,,p_peak:+130ms
mc_lae_test_run_S62_000037,lae,aVR,WP2_largeDataset_Noise/lae/test/run_S62/000037_raw.csv,13,1,12,12,0.08,0.92,0.92,2_both,2,,p_peak:-88ms;t_peak:-68ms;t_offset:-72ms
mc_lbbb_test_run_S62_run_000070,lbbb,III,WP2_largeDataset_Noise/lbbb/test/run_S62/run_000070_raw.csv,13,1,11,12,0.08,0.85,0.92,2_both,2,,t_peak:-124ms
mc_mi_RCA_0p3_train_run_S71_run_000065,mi,V1,WP2_largeDataset_Noise/mi/RCA_0.3/train/run_S71/run_000065_raw.csv,12,1,10,11,0.08,0.83,0.92,2_both,2,,p_peak:-66ms
mc_mi_LCX_1p0_post_train_run_S74_run_000050,mi,aVF,WP2_largeDataset_Noise/mi/LCX_1.0_post/train/run_S74/run_000050_raw.csv,12,1,10,11,0.08,0.83,0.92,2_both,2,,t_peak:-236ms;t_offset:-256ms
mc_mi_LCX_1p0_post_train_run_S74_run_000050,mi,aVR,WP2_largeDataset_Noise/mi/LCX_1.0_post/train/run_S74/run_000050_raw.csv,12,1,11,11,0.08,0.92,0.92,2_both,2,,p_peak:-76ms
mc_mi_RCA_1p0_validation_run_S67_run_000014,mi,III,WP2_largeDataset_Noise/mi/RCA_1.0/validation/run_S67/run_000014_raw.csv,13,1,11,12,0.08,0.85,0.92,2_both,2,,p_peak:-102ms;t_peak:-134ms;t_offset:-156ms
mc_mi_LCX_0p3_post_validation_run_S63_run_000017,mi,aVL,WP2_largeDataset_Noise/mi/LCX_0.3_post/validation/run_S63/run_000017_raw.csv,12,1,11,11,0.08,0.92,0.92,2_both,2,,p_peak:+64ms
mc_mi_RCA_1p0_validation_run_S67_run_000022,mi,V6,WP2_largeDataset_Noise/mi/RCA_1.0/validation/run_S67/run_000022_raw.csv,13,1,11,12,0.08,0.85,0.92,2_both,2,,t_peak:-116ms;t_offset:-150ms
mc_sinus_train_run_S68_run_000090,sinus,aVR,WP2_largeDataset_Noise/sinus/train/run_S68/run_000090_raw.csv,13,1,11,12,0.08,0.85,0.92,2_both,2,,p_peak:-92ms;t_peak:-76ms;t_offset:-72ms
mc_mi_RCA_0p3_validation_run_S67_run_000051,mi,I,WP2_largeDataset_Noise/mi/RCA_0.3/validation/run_S67/run_000051_raw.csv,13,1,11,12,0.08,0.85,0.92,2_both,2,,t_peak:-168ms;t_offset:-104ms
mc_mi_LCX_1p0_ant_train_run_S68_run_000042,mi,aVR,WP2_largeDataset_Noise/mi/LCX_1.0_ant/train/run_S68/run_000042_raw.csv,13,1,12,12,0.08,0.92,0.92,2_both,2,,p_peak:-80ms;t_peak:+138ms;t_offset:+220ms
mc_lae_train_run_S66_000075,lae,aVL,WP2_largeDataset_Noise/lae/train/run_S66/000075_raw.csv,12,1,11,11,0.08,0.92,0.92,2_both,2,,p_peak:+184ms;t_peak:-180ms;t_offset:-90ms
mc_mi_LAD_0p3_train_run_S74_run_000002,mi,aVF,WP2_largeDataset_Noise/mi/LAD_0.3/train/run_S74/run_000002_raw.csv,12,1,11,11,0.08,0.92,0.92,2_both,2,,p_peak:+104ms;t_peak:-258ms;t_offset:-226ms
mc_mi_LAD_0p3_train_run_S74_run_000002,mi,aVL,WP2_largeDataset_Noise/mi/LAD_0.3/train/run_S74/run_000002_raw.csv,12,1,10,11,0.08,0.83,0.92,2_both,2,,p_peak:+124ms
mc_mi_LAD_0p3_train_run_S74_run_000002,mi,aVR,WP2_largeDataset_Noise/mi/LAD_0.3/train/run_S74/run_000002_raw.csv,12,1,11,11,0.08,0.92,0.92,2_both,2,,p_peak:-106ms;t_peak:-198ms;t_offset:-62ms
mc_mi_LCX_1p0_ant_train_run_S72_run_000032,mi,III,WP2_largeDataset_Noise/mi/LCX_1.0_ant/train/run_S72/run_000032_raw.csv,13,1,11,12,0.08,0.85,0.92,2_both,2,,p_peak:+94ms
mc_mi_LAD_1p0_test_run_S62_run_000014,mi,aVL,WP2_largeDataset_Noise/mi/LAD_1.0/test/run_S62/run_000014_raw.csv,13,1,11,12,0.08,0.85,0.92,2_both,2,,t_peak:-148ms;t_offset:-78ms
mc_mi_LAD_1p0_test_run_S62_run_000014,mi,aVR,WP2_largeDataset_Noise/mi/LAD_1.0/test/run_S62/run_000014_raw.csv,13,1,11,12,0.08,0.85,0.92,2_both,2,,p_peak:-74ms
mc_sinus_train_run_S74_run_000076,sinus,V1,WP2_largeDataset_Noise/sinus/train/run_S74/run_000076_raw.csv,13,1,11,12,0.08,0.85,0.92,2_both,2,,t_peak:-166ms;t_offset:-166ms
mc_rbbb_train_run_S72_run_000094,rbbb,V6,WP2_largeDataset_Noise/rbbb/train/run_S72/run_000094_raw.csv,12,1,10,11,0.08,0.83,0.92,2_both,2,,t_peak:-88ms;t_offset:-76ms
mc_mi_RCA_1p0_train_run_S74_run_000006,mi,III,WP2_largeDataset_Noise/mi/RCA_1.0/train/run_S74/run_000006_raw.csv,13,1,12,12,0.08,0.92,0.92,2_both,2,,p_peak:-112ms;t_peak:-244ms;t_offset:-180ms
mc_mi_LCX_0p3_ant_train_run_S70_run_000049,mi,aVR,WP2_largeDataset_Noise/mi/LCX_0.3_ant/train/run_S70/run_000049_raw.csv,12,1,10,11,0.08,0.83,0.92,2_both,2,,p_peak:-68ms
mc_lbbb_train_run_S71_run_000076,lbbb,I,WP2_largeDataset_Noise/lbbb/train/run_S71/run_000076_raw.csv,13,1,11,12,0.08,0.85,0.92,2_both,1,PR=42ms,
mc_mi_LAD_1p0_train_run_S74_run_000065,mi,aVL,WP2_largeDataset_Noise/mi/LAD_1.0/train/run_S74/run_000065_raw.csv,13,1,11,12,0.08,0.85,0.92,2_both,2,,t_offset:-192ms
mc_mi_LCX_1p0_post_train_run_S65_run_000049,mi,aVR,WP2_largeDataset_Noise/mi/LCX_1.0_post/train/run_S65/run_000049_raw.csv,12,1,11,11,0.08,0.92,0.92,2_both,2,,p_peak:-146ms;t_peak:+112ms;t_offset:+74ms
mc_iab_test_run_S62_000021,iab,I,WP2_largeDataset_Noise/iab/test/run_S62/000021_raw.csv,13,1,11,12,0.08,0.85,0.92,2_both,2,,t_peak:+72ms
mc_mi_RCA_0p3_train_run_S71_run_000063,mi,I,WP2_largeDataset_Noise/mi/RCA_0.3/train/run_S71/run_000063_raw.csv,13,1,11,12,0.08,0.85,0.92,2_both,2,,t_peak:+88ms;t_offset:+64ms
mc_iab_test_run_S62_000027,iab,aVL,WP2_largeDataset_Noise/iab/test/run_S62/000027_raw.csv,13,1,11,12,0.08,0.85,0.92,2_both,2,,t_peak:-154ms;t_offset:-98ms
mc_mi_LAD_0p3_validation_run_S67_run_000007,mi,V5,WP2_largeDataset_Noise/mi/LAD_0.3/validation/run_S67/run_000007_raw.csv,12,1,10,11,0.08,0.83,0.92,2_both,2,,t_peak:-168ms;t_offset:-132ms
mc_iab_train_run_S70_000102,iab,V2,WP2_largeDataset_Noise/iab/train/run_S70/000102_raw.csv,13,1,12,12,0.08,0.92,0.92,2_both,2,,p_peak:+150ms
mc_mi_RCA_1p0_train_run_S65_run_000060,mi,V4,WP2_largeDataset_Noise/mi/RCA_1.0/train/run_S65/run_000060_raw.csv,12,1,10,11,0.08,0.83,0.92,2_both,2,,p_peak:-74ms
mc_mi_LCX_0p3_post_train_run_S72_run_000016,mi,aVL,WP2_largeDataset_Noise/mi/LCX_0.3_post/train/run_S72/run_000016_raw.csv,13,1,12,12,0.08,0.92,0.92,2_both,2,,p_peak:-96ms;t_peak:-270ms;t_offset:-298ms
mc_mi_RCA_0p3_train_run_S70_run_000046,mi,V1,WP2_largeDataset_Noise/mi/RCA_0.3/train/run_S70/run_000046_raw.csv,13,1,11,12,0.08,0.85,0.92,2_both,2,,p_peak:-100ms
mc_mi_RCA_0p3_train_run_S70_run_000046,mi,V3,WP2_largeDataset_Noise/mi/RCA_0.3/train/run_S70/run_000046_raw.csv,13,1,11,12,0.08,0.85,0.92,2_both,2,,p_peak:+90ms
mc_rbbb_train_run_S71_run_000030,rbbb,I,WP2_largeDataset_Noise/rbbb/train/run_S71/run_000030_raw.csv,13,1,11,12,0.08,0.85,0.92,2_both,2,,t_peak:-68ms;t_offset:-78ms
mc_lbbb_train_run_S72_run_000098,lbbb,II,WP2_largeDataset_Noise/lbbb/train/run_S72/run_000098_raw.csv,13,1,12,12,0.08,0.92,0.92,2_both,2,,p_peak:-84ms
mc_avblock_train_run_S71_run_000043,avblock,V3,WP2_largeDataset_Noise/avblock/train/run_S71/run_000043_raw.csv,13,1,11,12,0.08,0.85,0.92,2_both,2,,p_peak:+68ms
mc_mi_RCA_1p0_train_run_S72_run_000041,mi,III,WP2_largeDataset_Noise/mi/RCA_1.0/train/run_S72/run_000041_raw.csv,13,1,12,12,0.08,0.92,0.92,2_both,2,,p_peak:-136ms;t_peak:-414ms;t_offset:-474ms
mc_mi_RCA_1p0_train_run_S74_run_000092,mi,III,WP2_largeDataset_Noise/mi/RCA_1.0/train/run_S74/run_000092_raw.csv,12,1,11,11,0.08,0.92,0.92,2_both,2,QT=702ms,p_peak:-216ms
mc_mi_LAD_0p3_validation_run_S67_run_000100,mi,aVR,WP2_largeDataset_Noise/mi/LAD_0.3/validation/run_S67/run_000100_raw.csv,12,1,10,11,0.08,0.83,0.92,2_both,2,,p_peak:-64ms;t_peak:-192ms;t_offset:-208ms
mc_mi_RCA_0p3_train_run_S65_run_000091,mi,aVF,WP2_largeDataset_Noise/mi/RCA_0.3/train/run_S65/run_000091_raw.csv,13,1,11,12,0.08,0.85,0.92,2_both,2,,p_peak:+110ms
mc_mi_RCA_0p3_train_run_S65_run_000091,mi,aVR,WP2_largeDataset_Noise/mi/RCA_0.3/train/run_S65/run_000091_raw.csv,13,1,11,12,0.08,0.85,0.92,2_both,2,,t_peak:-252ms;t_offset:-270ms
mc_fam_train_run_S72_000020,fam,aVR,WP2_largeDataset_Noise/fam/train/run_S72/000020_raw.csv,13,1,11,12,0.08,0.85,0.92,2_both,2,,p_peak:-82ms;t_peak:-208ms;t_offset:-68ms
mc_mi_RCA_0p3_validation_run_S67_run_000041,mi,III,WP2_largeDataset_Noise/mi/RCA_0.3/validation/run_S67/run_000041_raw.csv,13,1,12,12,0.08,0.92,0.92,2_both,2,,p_peak:+96ms
mc_lae_train_run_S72_000070,lae,V2,WP2_largeDataset_Noise/lae/train/run_S72/000070_raw.csv,12,1,11,11,0.08,0.92,0.92,2_both,2,,p_peak:+150ms
mc_mi_RCA_0p3_train_run_S72_run_000068,mi,aVF,WP2_largeDataset_Noise/mi/RCA_0.3/train/run_S72/run_000068_raw.csv,13,1,11,12,0.08,0.85,0.92,2_both,1,PR=70ms,
mc_iab_train_run_S74_000122,iab,V1,WP2_largeDataset_Noise/iab/train/run_S74/000122_raw.csv,13,1,11,12,0.08,0.85,0.92,2_both,2,,t_offset:-76ms
mc_lae_train_run_S72_000120,lae,V6,WP2_largeDataset_Noise/lae/train/run_S72/000120_raw.csv,13,1,11,12,0.08,0.85,0.92,2_both,2,,t_peak:-188ms;t_offset:-116ms
mc_rbbb_train_run_S66_run_000062,rbbb,V6,WP2_largeDataset_Noise/rbbb/train/run_S66/run_000062_raw.csv,13,1,11,12,0.08,0.85,0.92,2_both,2,,t_peak:-174ms;t_offset:-76ms
mc_mi_RCA_1p0_train_run_S65_run_000053,mi,V5,WP2_largeDataset_Noise/mi/RCA_1.0/train/run_S65/run_000053_raw.csv,13,1,11,12,0.08,0.85,0.92,2_both,2,,t_offset:-72ms
mc_mi_LCX_1p0_ant_test_run_S64_run_000044,mi,V3,WP2_largeDataset_Noise/mi/LCX_1.0_ant/test/run_S64/run_000044_raw.csv,12,1,11,11,0.08,0.92,0.92,2_both,2,,p_peak:-138ms
mc_mi_LCX_1p0_ant_test_run_S64_run_000044,mi,V5,WP2_largeDataset_Noise/mi/LCX_1.0_ant/test/run_S64/run_000044_raw.csv,12,1,11,11,0.08,0.92,0.92,2_both,2,,p_peak:-88ms
